,0
"['34400volt', '3750kva', '48', 'delta', 'primary', 'taps']",8110
"['2', '34400volt', '3750kva', 'delta', 'primary', 'taps']",4118
"['34400volt', '50006250kva', 'delta', 'primary', 'ta']",5584
"['34400volt', '75009375kva', 'delta', 'primary', 'ta']",990
"['1000012500kva', '34400volt', 'delta', 'primary']",5584
"['10000kva', '34400volt', '4', 'delta', 'primary', 'taps']",4118
"['ansi', 'design', 'design', 'impuls', 'including', 'optional', 'tests']",6817
"['accord', 'audible', 'design', 'level', 'optional', 'sound', 'test']",2791
"['discharge', 'optional', 'partial', 'test']",2791
"['12000#gallon', '1630', 'diesel', 'ma', 'north', 'tank']",3558
"['12000#gallon', '14401', 'diesel', 'saticoy', 'tank']",3542
"['12000#gallon', '433', 'diesel', 'eas', 'tanks', 'two']",1900
"['12000gallon', '12730', 'diesel', 'saticoy', 'tank']",3542
"['12000gallon', '5898', 'b', 'diesel', 'tank', 'venice']",3819
"['12000gallon', '18651', 'diesel', 'eddy', 'st', 'tank']",3558
"['11791', '12000gallon', 'diesel', 'tank', 'truesda']",4104
"['15', 'article', 'charge', 'demurrage']",1433
"['delivery', 'fuel', 'purpose', 'tank', 'tank', 'testing', 'trucks']",304
"['delivery', 'fuel', 'ladwp', 'locations', 'surcharge', 'various']",304
"['fees', 'group', 'taxes']",3498
"['12000gallon', '14401', 'diesel', 'saticoy', 'tank']",3542
"['12000gallon', '1630', 'diesel', 'm', 'north', 'tanks']",2821
"['12000gallon', '433', 'diesel', 'eas', 'tanks', 'two']",1900
"['1350', '5000gallon', 'diesel', 'south', 'tank', 'wal']",5964
"['2311', '5000gallon', 'diesel', 'fai', 'south', 'tank']",3542
"['11761', '5000gallon', 'b', 'diesel', 'roscoe', 'tank']",3819
"['18144', '5000gallon', 'devonshi', 'diesel', 'tank']",3542
"['5000gallon', '950', 'diesel', 'first', 'tank', 'west']",3819
"['315', '5000gallon', 'diesel', 'isla', 'north', 'tank']",3819
"['3101', '5000gallon', 'artesian', 'diesel', 'tank']",3542
"['10000gallon', '13101', 'boulev', 'diesel', 'sepulveda', 'tank']",2424
"['b', 'fees', 'group', 'taxes']",4403
"['4', 'article', 'divi', 'fuel', 'jet']",3041
"['f', 'fees', 'group', 'taxes']",4403
"['12000gallon', '1630', 'gasoline', 'tanks', 'two']",1444
"['12000gallon', '14401', 'gasoline', 'tanks', 'two']",1444
"['12000gallon', '433', 'e', 'gasoline', 'tanks', 'two']",1444
"['12000gallon', '18651', 'gasoline', 'tanks', 'two']",1444
"['12000gallon', '12730', 'gasoline', 'tanks', 'two']",1444
"['12000gallon', '950', 'fi', 'gasoline', 'tank', 'west']",3558
"['1400', '6000gallon', 'gasoline', 's', 'tanks', 'two']",1444
"['111', '12000gallon', 'gasoline', 'n', 'tanks', 'two']",1444
"['18144', '6000gallon', 'gasoline', 'tanks', 'two']",1444
"['12000gallon', '60', 'gasoline', 'tank', 'two']",1948
"['3101', '6000gallon', 'gasoline', 'tanks', 'two']",1444
"['11761', '12000gallon', 'gasoline', 'rosco', 'tank']",3542
"['12000gallon', '5898', 'gasoline', 'tanks', 'two']",1444
"['2311', '6000gallon', 'gasoline', 's', 'tanks', 'two']",1444
"['12000gallon', '1212', 'gasoline', 'palmet', 'tank']",3819
"['1350', '6000gallon', 'gasoline', 's', 'tanks', 'two']",1444
"['c', 'fees', 'group', 'taxes']",783
"['315', '6000gallon', 'gasoline', 'no', 'tanks', 'two']",7056
"['10000gallon', '13101', 'gasoline', 'sepul', 'tank']",3542
"['d', 'fees', 'group', 'taxes']",4403
"['1000gallon', '15751', 'diesel', 'rinaldi', 'tank']",3542
"['2000gallon', 'aboveground', 'diesel', 'vaulted']",1900
"['2000gallon', 'gasoline', 'ground', 'two']",1444
"['2000gallon', 'gasoline', 'ground', 'vault']",2932
"['e', 'fees', 'group', 'taxes']",4403
"['1000gallon', '29030', 'deodar', 'diesel', 'p', 'tank']",3754
"['2000gallon', '29030', 'deodar', 'gasoline', 'tank']",922
"['12000gallon', '14', '17031', 'diesel', 'highway', 'state', 'tank']",1948
"['12000gallon', '17031', 'gasoline', 'state', 'tank']",3558
"['1000gallon', '25501', 'gasoline', 'jawbon', 'tank']",3542
"['1000gallon', '13160', 'gasoline', 'spunky', 'tank']",3558
"['1000gallon', '45659', 'gasoline', 'north', 'tank']",3558
"['1000gallon', '1700', 'gasoline', 'little', 'tank']",3819
"['1000gallon', '22500', 'gasoline', 'jawbon', 'tank']",3542
"['fees', 'g', 'group', 'taxes']",4403
"['101', '6000gallon', 'diesel', 'south', 'tank', 'webs']",3819
"['12000gallon', '3inch', 'gasoline', 'tank']",6300
"['2000gallon', '704', 'diesel', 'main', 'south', 'tank']",3558
"['2000gallon', '704', 'gasoline', 'tanks', 'two']",1444
"['1000gallon', '211', 'diesel', 'high', 'state', 'tank']",3819
"['1000gallon', '211', 'gasoline', 'hi', 'state', 'tank']",3558
"['1000gallon', '3401', 'gasoline', 'h', 'south', 'tank']",5260
"['1000gallon', '1501', 'gasoline', 'gorge', 'r', 'tank']",3558
"['6000gallon', 'aboveground', 'gasoline', 'two', 'v']",1444
"['6000gallon', 'aboveground', 'diesel', 'vaulted']",1900
"['111', '4000gallon', 'gasoline', 'south', 'su', 'tank']",3558
"['111', '4000gallon', 'diesel', 'south', 'sulf', 'tank']",3542
"['1000gallon', 'equipped', 'gasoline', 'tank']",3558
"['111', '300gallon', 'diesel', 'south', 'sulfat', 'tank']",3542
"['fees', 'group', 'h', 'taxes']",4403
"['17295', '2000gallon', 'gasoline', 'split', 'tank']",4932
"['fees', 'group', 'j', 'taxes']",4403
"['analysis', 'certificate', 'provided', 'report']",3543
"['delivery', 'diesel', 'requiring', 'surcharge', 'tanker']",304
"['blend', 'diesel', 'low', 'nitrogen', 'special', 'w']",7327
"['5', 'article', 'diesel', 'division', 'f']",273
"['6', 'article', 'gasoline', 'grade', 'plus']",7076
"['articl', 'gasoline', 'grade', 'regular']",6067
"['fees', 'group', 'i', 'taxes']",4403
"['2', '34', '5', 'axle', 'chassis', 'class', 'du', 'hydraulic', 'yard']",6035
"['2', '56', '6', 'axle', 'chassis', 'class', 'du', 'hydraulic', 'yard']",6035
"['2', '56', '7', 'axle', 'chassis', 'class', 'du', 'hydraulic', 'yard']",6035
"['1014', '3', '4x2', '8', 'axle', 'chassis', 'class', 'd', 'hydraulic']",1427
"['equipment', 'fl', 'rental', 'round', 'transportation', 'trip']",7190
"['b', 'equipment', 'rental', 'round', 'transportation', 'trip']",7190
"['charge', 'fo', 'refueling', 'vehicles']",7298
"['by', 'caused', 'charge', 'damages', 'department', 'repair']",842
"['accessories', 'attachments', 'equipment', 'miscellaneous']",1674
"['2', '2000', '7', 'axle', 'capacit', 'chassis', 'class', 'gallon']",7238
"['3', '37004000', '4x2', '8', 'axle', 'chassis', 'class', 'gall']",2852
"['8ton', 'carry', 'cranes', 'deck', 'diesel', 'engine']",4569
"['15ton', 'cranes', 'diesel', 'eng', 'mounted', 'truck']",2086
"['refueling', 'return', 'unit', 'upon', 'wit']",5461
"['articl', 'damages', 'repairs']",3543
"['global', 'gpstelematics', 'positioning', 'system', 'vehicle']",419
"['12', '2', '5', 'axle', 'cab', 'chassis', 'class', 'foot', 'regular']",5542
"['16', '2', '6', 'axle', 'cab', 'chassis', 'class', 'foot', 'regular']",5542
"['2', '22', '7', 'axle', 'cab', 'chassis', 'class', 'foot', 'regular']",5542
"['350', '3axle', 'cab', 'conventional', 'day', 'semi', 'tractor']",3474
"['2axle', '5', '8foot', 'cab', 'chassis', 'class', 'regular']",3171
"['2', '7', 'axle', 'cab', 'cab', 'chassis', 'class', 'regular']",3171
"['charges', 'damage', 'gro', 'repair', 'vehicles']",7254
"['3axle', 'cab', 'conventional', 'day', 'semi', 'tractor']",6026
"['acc', 'attachments', 'equipment', 'miscellaneous']",6483
"['3axle', '8', 'cab', 'class', 'conventiona', 'day', 'semi', 'tractor']",6229
"['equipment', 'rental', 'round', 'transportation', 'trip']",4308
"['charge', 'refueling', 'vehicle']",6698
"['2axle', '4', '4', '5', '8', 'cab', 'chassis', 'class', 'extra', 'x']",8524
"['charge', 'refueling', 'vehicles']",1658
"['cisco', 'hardware', 'id', 'products', 'software', 'systems']",5490
"['cisco', 'hardware', 'maintenance', 'products', 'smartnet']",5914
"['charge', 'cisco', 'hardwa', 'invoice', 'items', 'no', 'systems']",2419
"['charge', 'invoice', 'items', 'maintenance', 'no', 'smartnet']",2152
"['cisco', 'hardware', 'products', 'subscriptions']",3374
"['charge', 'ci', 'invoice', 'items', 'no', 'subscriptions']",3443
"['3', '35kv', '500', 'cable', 'conductors', 'copper', 'epr', 'kcmil']",4820
"['3', '35kv', '750', 'cable', 'conductors', 'copper', 'epr', 'kcmil']",4320
"['1000', '3', '35kv', 'cable', 'conductors', 'copper', 'e', 'kcmil']",1921
"['3', '350', '8kv', 'cable', 'conductors', 'copper', 'epr', 'kcmil']",4320
"['3', '500', '8kv', 'cable', 'conductors', 'copper', 'epr', 'kcmil']",6616
"['3', '750', '8kv', 'cable', 'conductors', 'copper', 'epr', 'kcmil']",4320
"['1000', '15kv', 'cable', 'conducto', 'copper', 'kcmil', 'single']",648
"['500', '5kv', 'cable', 'conductor', 'copper', 'kcmil', 'single']",6777
"['deposi', 'deposit', 'reel', 'reel', 'steel', 'steel']",5869
"['credit', 'credit', 'reel', 'reel', 'steel', 'steel']",3
"['#2', '3', '8kv', 'awg', 'cable', 'conductors', 'copper', 'epr', 'insu']",7552
"['3', '40', '8kv', 'awg', 'cable', 'conductors', 'copper', 'epr', 'i']",3993
"['deposit', 'reel', 'steel']",436
"['credit', 'reel', 'steel']",1574
"['42foot', 'body', 'bucket', 'height', 'truck', 'utility', 'working']",418
"['60foot', 'body', 'bucket', 'c', 'height', 'line', 'truck', 'working']",418
"['61foot', 'bucket', 'heigh', 'tree', 'trimming', 'truck', 'working']",7068
"['97foot', 'bucket', 'flat', 'height', 'line', 'truck', 'working']",418
"['charge', 'refueling', 'return', 'unit', 'upon', 'vehicles']",3702
"['arti', 'charge', 'hauling', 'permit']",1658
"['by', 'caused', 'charge', 'damages', 'ladwp', 'pers', 'repairs']",1210
"['charge', 'excess', 'tear', 'wear', 'wit']",2315
"['2axle', '47foot', 'conv', 'derrick', 'digger', 'height', 'sheave']",2067
"['3axle', '60foot', '6x4', 'derrick', 'digger', 'height', 'sheave']",6840
"['derrick', 'digger', 'expandable', 'portable', 'track', 'type']",4060
"['74hp', 'excavator', 'mounted', 'trailer', 'truck', 'vacuum']",704
"['diese', 'forklifts', 'gasoline', 'industrial', 'propane']",2821
"['3', 'dieseltier', 'forklifts', 'newer', 'rough', 'terrain']",5215
"['224', 'charge', 'hours', 'rental', 'wi']",5266
"['3', 'forklifts', 'newer', 'pneumatic', 'reach', 'tier', 'type']",3482
"['3', 'dieseltier', 'forklifts', 'newer', 'pne', 'reach', 'type']",5773
"['1000', '500', 'feet', 'more', 'sf', 'square']",341
"['100', '500', 'ca', 'minimum', 'order', 'sf', 'sf', 'total']",607
"['1000', '700', 'acib', 'category', 'more', 'sf']",3913
"['400', '700', 'acib', 'category', 'more', 'sf']",3913
"['100', '400', 'acib', 'category', 'more', 'sf']",1924
"['100', '50', 'cat', 'minimum', 'order', 'sf', 'sf', 'total']",607
"['2', 'grind', 'inches', 'remove', 'tcap', 'thic']",7487
"['1000', '250', 'acii', 'category', 'more', 'sf']",3913
"['100', '250', 'acii', 'category', 'more', 'sf']",1924
"['15000', '5000', 'ac', 'category', 'more', 'sf']",3685
"['1000', '5000', 'ac', 'category', 'more', 'sf']",3913
"['1000', '500', 'acii', 'category', 'more', 'sf']",470
"['100', '500', 'aciiia', 'category', 'more', 'sf']",5052
"['15000', '5000', 'minimu', 'more', 'sf']",4564
"['1000', '500', 'aciv', 'category', 'more', 'sf']",470
"['100', '500', 'aciv', 'category', 'more', 'sf']",5052
"['ac', 'additional', 'conjunction', 'order', 'place', 'work']",2890
"['additional', 'cut', 'material', 'remove', 'temp']",6577
"['1500', 'ac', 'additional', 'place', 'sf', 'surf', 'wearing']",5714
"['10000', '3000', 'grind', 'more', 'remove']",4564
"['1000', '3000', 'grind', 'more', 'remove', 's']",6933
"['50', 'grind', 'minimum', 'order', 'remove', 'sf', 'total']",607
"['12', '2500', 'ac', 'depth', 'grind', 'inches', 'sf']",6173
"['12', 'ac', 'additional', 'area', 'depth', 'grind', 'inches']",4511
"['ac', 'additional', 'conjunction', 'depth', 'grind', 'w']",2648
"['12', '2500', 'ac', 'grind', 'remove', 'sf']",6173
"['12', 'ac', 'additional', 'area', 'grind', 'i', 'remove']",6933
"['ac', 'additional', 'conjunc', 'depth', 'grind', 'remove']",5714
"['equipment', 'extruded', 'moveon', 'place', 'required']",7870
"['ac', 'berm', 'conjunction', 'extruded', 'moveon', 'place']",4298
"['1000', '5000', 'category', 'ci', 'more', 'sf']",3913
"['1000', '700', 'category', 'ci', 'more', 'sf']",3913
"['400', '700', 'category', 'ci', 'more', 'pl', 'sf']",6173
"['200', '400', 'category', 'ci', 'more', 'pl', 'sf']",6173
"['100', '200', 'category', 'ci', 'more', 'pl', 'sf']",6173
"['100', '25', 'cat', 'minimum', 'order', 'sf', 'sf', 'total']",607
"['2000', '700', 'category', 'cii', 'more', 'sf']",3913
"['400', '700', 'category', 'cii', 'more', 'r', 'sf']",8232
"['200', '400', 'category', 'cii', 'more', 'r', 'sf']",8232
"['100', '200', 'category', 'cii', 'more', 'r', 'sf']",8232
"['additional', 'concrete', 'conjunction', 'place', 'work']",1371
"['additional', 'additional', 'concre', 'place', 'remove', 'temp']",3240
"['100', '300', 'concrete', 'more', 'place', 's', 'sf']",5252
"['100', '25', 'minimum', 'order', 'place', 'sf', 'sf', 'total']",607
"['100', '300', 'concrete', 'd', 'more', 'place', 'sf']",5252
"['100', '300', 'c', 'concrete', 'lf', 'more', 'place']",4096
"['100', '5', 'lf', 'lf', 'minimum', 'o', 'order', 'place', 'total']",5093
"['castin', 'construct', 'existing', 'remove', 'replacement']",3930
"['25', 'concrete', 'remove', 'replace', 'sf', 'sidewal']",1371
"['department##s', 'move', 'ordered', 'pl', 'steel', 'traffic', 'when']",3713
"['ac', 'loops', 'pavement', 'replace', 'traffic']",2648
"['concrete', 'loops', 'pavement', 'replace', 'traffic']",2648
"['equipment', 'moveon', 'perform', 'required', 'work']",3567
"['apply', 'single', 'skipline', 'solidline', 'thermoplastic']",6440
"['4', 'apply', 'doubleline', 'striping', 'thermoplastic']",2444
"['apply', 'doubledoubleline', 'striping', 'thermoplastic', 'u']",1344
"['apply', 'painted', 'single', 'skipline', 'solidline', 'strip']",6635
"['4', 'apply', 'doubleline', 'inches', 'painted', 'striping']",3028
"['4', 'apply', 'doubledoubleline', 'painted', 'striping']",2434
"['conjunction', 'install', 'markers', 'move', 'pavement']",6574
"['apply', 'including', 'l', 'markings', 'pavement', 'thermoplastic']",88
"['apply', 'including', 'letteri', 'markings', 'painted', 'pavement']",5265
"['8', 'inches', 'remove', 'striping', 'thermoplastic', 'wide']",7626
"['conjunc', 'markings', 'pavement', 'remove', 'thermoplastic']",88
"['8', 'inches', 'painted', 'remove', 's', 'striping', 'wide']",7626
"['conjunction', 'markings', 'painted', 'pavement', 'remove', 'w']",2648
"['6', 'install', 'lf', 'minimum', 'order', 'preformed', 'total']",1439
"['8', 'ac', 'cut', 'depth', 'inches', 'p', 'pavement', 'saw']",3079
"['ac', 'additional', 'cut', 'depth', 'excess', 'pavement', 'saw']",5193
"['8', 'concrete', 'cut', 'depth', 'f', 'inches', 'pavement', 'saw']",7487
"['additional', 'concrete', 'cut', 'depth', 'e', 'pavement', 'saw']",1371
"['conjun', 'dispose', 'floaters', 'pavement', 'remove']",4298
"['10', 'cubic', 'cy', 'dispose', 'remove', 'yards']",2854
"['ac', 'additional', 'co', 'cutout', 'dispose', 'remove']",3468
"['10', 'backfill', 'compact', 'cy', 'grade', 'native']",2531
"['additional', 'backfill', 'compact', 'grade', 'native', 'soi']",2531
"['10', 'backfill', 'compact', 'crushed', 'cy', 'grade']",2531
"['additional', 'backfill', 'cab', 'compact', 'ex', 'grade']",2604
"['1', 'backfill', 'compact', 'crushed', 'cy', 'grade']",2531
"['additional', 'backfill', 'cmb', 'compact', 'ex', 'grade']",2531
"['10', 'backfill', 'cement', 'cy', 'i', 'sand', 'slurry']",6842
"['additional', 'backfill', 'cement', 'ex', 'sand', 'slurry']",8187
"['40', 'install', 'minimum', 'mounted', 'remove', 'surface']",677
"['4', 'hours', 'minimu', 'operated', 'street', 'sweeper']",6817
"['order', 'ordered', 'perform', 'required', 'u', 'when', 'work']",181
"['10.', 'article', 'division', 'f2', 'lost', 'specified', 'time']",1460
"['materials', 'miscellaneous', 'related', 'specif', 'work']",5971
"['order', 'ordered', 'perform', 'required', 'when', 'work']",181
"['caterpillar', 'construction', 'equipment', 'heavy', 're']",1363
"['240', 'ami', 'class', 'compatible', 'gen5', 'itron', 'meter', 'volts']",4707
"['120', 'ami', 'class', 'compatible', 'gen5', 'itron', 'meter', 'volts']",4707
"['additional', 'charge', 'communic', 'credit', 'remove']",4257
"['initially', 'instructions', 'interrogat', 'software']",6395
"['120', '480', 'ami', 'compatible', 'gen5', 'itron', 'meter', 'volts']",687
"['ami', 'compatible', 'gen5', 'itron', 'meter', 'outputs', 'pulse']",743
"['120', '2', 'aclara', 'ami', 'i210c', 'meter']",743
"['fillins', 'freight', 'furniture', 'incl', 'new', 'products.']",4264
"['manufacturer', 'moveable', 'panel', 'systems', 'tall', 'wall']",5535
"['furniture', 'new', 'purchase', 'services', 'systems']",1115
"['allsteel', 'freight', 'inbound', 'inc.', 'prod', 'rates', 'wall']",8536
"['45%', 'fee', 'purchase', 'stocking']",6020
"['fault', 'interrup', 'interrupter', 'load', 'no', 'one', 'resettable']",1884
"['fau', 'interrupter', 'load', 'one', 'one', 'resettable', 'switch']",862
"['2', 'eac', 'interrupter', 'load', 'motor', 'operator', 'switches']",6883
"['2', 'fault', 'interrupter', 'load', 'one', 'resettable', 'switch']",1884
"['2', 'fau', 'interrupter', 'load', 'one', 'resettable', 'switches']",3990
"['2', 'fault', 'interrupter', 'load', 'one', 'resettable', 'switches']",1884
"['3', 'interrupter', 'load', 'of.', 'switches']",3990
"['3', 'eac', 'interrupter', 'load', 'motor', 'operator', 'switches']",6883
"['3', 'fault', 'interrupter', 'load', 'one', 'resettable', 'switch']",1884
"['2', 'fau', 'interrupter', 'load', 'resettable', 'switches', 'two']",1884
"['2', '2', 'fault', 'interrupter', 'load', 'resettable', 'switches']",4748
"['3', 'fau', 'interrupter', 'load', 'one', 'resettable', 'switches']",3990
"['3', 'fault', 'inter', 'interrupters', 'load', 'one', 'resettable']",3990
"['4', 'interrupter', 'load', 'of.', 'switches']",6915
"['4', 'eac', 'interrupter', 'load', 'motor', 'operator', 'switches']",6883
"['2', 'f', 'interrupter', 'load', 'resettable', 'switches', 'three']",6915
"['3', 'fau', 'interrupter', 'load', 'resettable', 'switches', 'two']",1884
"['interrupter', 'load', 'one', 'switch', 'switches', 'tie', 'two']",654
"['2', 'interrupter', 'load', 'one', 'switch', 'switches', 't', 'tie']",654
"['4', 'fau', 'interrupter', 'load', 'one', 'resettable', 'switches']",3990
"['5', 'interrupter', 'load', 'of.', 'switches']",3990
"['5', 'eac', 'interrupter', 'load', 'motor', 'operator', 'switches']",6883
"['fa', 'five', 'interrupter', 'load', 'one', 'resettable', 'switch']",1884
"['2', 'fa', 'four', 'interrupter', 'load', 'resettable', 'switches']",6915
"['4', 'fau', 'interrupter', 'load', 'resettable', 'switches', 'two']",6915
"['3', 'f', 'interrupter', 'load', 'resettable', 'switches', 'three']",6915
"['interrupter', 'load', 'one', 'switch', 'switches', 'three', 'tie']",654
"['3', 'interrupter', 'load', 'one', 'switch', 'switches', 't', 'tie']",654
"['5', 'fau', 'interrupter', 'load', 'one', 'resettable', 'switches']",1884
